Timestamp,Participant Number,Thinking aloud has helped me complete the tasks.,Thinking aloud has not impacted my performance in these tasks.,Thinking aloud has improved my performance in these tasks.,Thinking aloud has improved my ability to think critically about my decisions during these tasks.,Thinking aloud has not influenced my thought process while solving these tasks.,Thinking aloud has made me more confident about my decisions during these tasks.,Thinking aloud has distracted me from the tasks.,Reliable,Competent,Knowledgeable,Interactive,Responsive,Capable,Organic,Sociable,Emotional,Compassionate,Happy,Feeling,Awkward,Scary,Strange,Awful,Dangerous,Aggressive,The robot was listening carefully.,The robot’s behavior was natural.,The robot cared about what I was saying.,The robot did not care about what I was saying.,The robot was not listening to me.,The robot understood what I was saying.,I felt a close connection with the robot.,Talking with the robot was similar to talking with a friend.,Talking with the robot was similar to talking with a stranger.,Talking with the robot was comforting.,What was it like to speak with the robot? Describe positive and negative aspects of the robot’s behavior.,"Have you ever used, or are you currently using robots at home or at work/study?","If you have any more comments or observations, please write them down here:",Would you like to get notified via email whenever we run other studies?,condition,order,gender,ta_impact,listening_behavior,closeness,competence,warmth,discomfort
5/26/2022 14:22:05,61.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,1.0,2.0,4.0,2.0,3.0,6.0,1.0,3.0,1.0,1.0,1.0,1.0,7.0,1.0,6.0,4.0,1.0,1.0,3.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,"The robot provided poorly timed feedback and did not feel to closely connected to what was said. It provided conversational support but not naturally. If I came to a strong conclusion, the robot would often do nothing but when I just asked myself a question it would say ""that's right"" or nod. Very awkward ",No,Fun experience!,No,datadriven,0.0,Male,1.0,2.75,2.0,3.0,1.3333333333333333,3.3333333333333335
5/27/2022 10:07:34,62.0,2.0,2.0,1.0,4.0,1.0,4.0,2.0,5.0,5.0,7.0,8.0,6.0,6.0,1.0,8.0,1.0,1.0,8.0,1.0,5.0,6.0,6.0,3.0,3.0,3.0,5.0,2.0,4.0,1.0,1.0,3.0,4.0,2.0,5.0,3.0,Speaking to the robo was fun. He looked interested in hearing my thoughts. Blinking of his eyes gave me feeling that he was genuinely listening. One negative aspect would be that he doesn't really understand if I have finished talking or not or it could be said as he interrupted me before I finished talking.,No,,Yes,datadriven,0.0,Female,3.0,3.75,3.1666666666666665,6.166666666666667,3.3333333333333335,4.333333333333333
5/27/2022 10:47:58,63.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,3.0,2.0,6.0,3.0,6.0,7.0,7.0,1.0,1.0,6.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,"The nodding was a good touch but it was not related with what I was saying. Felt kind of random. When I directly interacted with it, asking if it is finished, it didn't respond.",No,,Yes,datadriven,0.0,Male,1.0,1.75,2.0,4.333333333333333,3.8333333333333335,1.6666666666666667
5/27/2022 11:22:28,64.0,4.0,2.0,3.0,4.0,2.0,3.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,6.0,3.0,4.0,7.0,5.0,8.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,4.0,"It was more like talking to myself, definately helped more in the second task. The robot felt aloof and mildly interested in what was going on.",No,Where was the rubber duck?,Yes,datadriven,0.0,Female,3.6,3.75,3.0,3.5,4.0,4.666666666666667
5/27/2022 14:35:20,65.0,2.0,3.0,1.0,2.0,2.0,3.0,4.0,5.0,4.0,2.0,4.0,6.0,5.0,7.0,4.0,6.0,5.0,7.0,7.0,2.0,1.0,2.0,1.0,1.0,1.0,5.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,"Positive: the voice and face are nice and calm, the robot feels natural.
Negative: the eyes are looking away, there is no eye contact, even punctual and I felt it made me consider it more like an object than a person. The small replies when I was talking were with some delay or unexpected pace which would not happen with another person and was not helping in the thinking process.",No,,No,datadriven,0.0,Male,2.0,3.25,2.5,4.333333333333333,6.0,1.3333333333333333
5/28/2022 10:22:36,66.0,5.0,4.0,4.0,5.0,2.0,4.0,3.0,8.0,8.0,8.0,7.0,7.0,6.0,2.0,5.0,5.0,6.0,3.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,4.0,3.0,4.0,2.0,1.0,4.0,1.0,2.0,4.0,3.0,"Really interesting. The robot was friendly and seemed to understand what I was saying. Moreover, he gave the right instructions and it was easy to follow him. I liked his eyes. I think there were no negative aspects.",No,,Yes,datadriven,1.0,Female,4.2,4.0,2.6666666666666665,7.333333333333333,4.0,1.6666666666666667
5/28/2022 10:53:15,67.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,7.0,7.0,7.0,6.0,4.0,4.0,8.0,3.0,7.0,7.0,3.0,7.0,1.0,1.0,3.0,1.0,1.0,4.0,2.0,5.0,1.0,1.0,3.0,1.0,3.0,5.0,5.0,"I felt good and comfort with robot. However, talking while solving distracted me.",No,No,Yes,datadriven,1.0,Female,1.0,3.5,3.3333333333333335,6.0,5.333333333333333,2.3333333333333335
5/28/2022 11:34:17,68.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,6.0,7.0,2.0,4.0,3.0,4.0,1.0,7.0,6.0,5.0,7.0,6.0,8.0,2.0,7.0,2.0,1.0,1.0,4.0,4.0,2.0,4.0,4.0,2.0,1.0,2.0,4.0,3.0,"I didn't  see the robot while I was solving the exercises, I just saw he ""reacted"" when I was frustrated and said something,  but I don't know if it was a coincidence. I was very curious  about  the robot, but I kinda forget  about it  when I was focused on the tasks",No,,Yes,datadriven,1.0,Female,3.6,3.0,2.0,4.333333333333333,5.333333333333333,3.5
5/28/2022 12:19:57,69.0,3.0,2.0,3.0,4.0,2.0,4.0,3.0,4.0,5.0,2.0,4.0,2.0,4.0,4.0,4.0,1.0,1.0,3.0,1.0,6.0,2.0,6.0,1.0,1.0,1.0,3.0,3.0,1.0,4.0,3.0,2.0,1.0,1.0,2.0,1.0,A little bit awkward as it felt like talking to myself but I was supposed to feel like I was talking to a robot and that made me feel a little bit uncomfortable. I also think that it feels that way because I don't feel like the robot is going to understand you and rather they analyse you so it's not an horizontal interaction.,No,,Yes,datadriven,1.0,Female,3.4,2.75,1.6666666666666667,3.5,2.3333333333333335,2.8333333333333335
5/28/2022 13:10:24,70.0,4.0,2.0,4.0,4.0,2.0,4.0,3.0,2.0,1.0,1.0,4.0,3.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,5.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,5.0,1.0,1.0,3.0,3.0,2.0,"The robot was emitting noise of agreement at random moments, sometimes when I was speaking so I felt interrupted. The frequency of its reactions did not match my intensity of thinking (finally finding an answer for ex), so the interaction felt very artificial. I don't feel like having an interactive robot was an improvement compared to an inanimate object. But it was not in the uncanny valley so it was pretty nice to interact with ",No,I felt slow thinking in english rather than in my mother tongue ,Yes,datadriven,1.0,Female,3.8,1.25,2.1666666666666665,2.0,1.8333333333333333,2.1666666666666665
5/28/2022 13:53:19,71.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,7.0,6.0,6.0,7.0,6.0,8.0,5.0,9.0,7.0,8.0,9.0,8.0,5.0,7.0,7.0,4.0,3.0,1.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,1.0,5.0,2.0,The robot did a good job with expressions but I felt little strange to talk to a robot because it is the first time I was talking to a machine,No,,Yes,datadriven,1.0,Female,1.8,4.0,2.3333333333333335,6.666666666666667,7.666666666666667,4.5
5/30/2022 9:32:01,72.0,2.0,3.0,2.0,2.0,3.0,2.0,4.0,6.0,6.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,7.0,7.0,5.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,4.0,2.0,"I didn't speak much mainly expressed my thoughts. But the robot is responsive however, can't replace a human interaction as I didnt get the emotional feedback.",No,The robot looks a bit scary. But seems like a smart robot. ,Yes,datadriven,0.0,Female,2.0,3.0,1.8333333333333333,5.0,3.6666666666666665,4.5
5/30/2022 10:04:55,73.0,5.0,2.0,4.0,5.0,1.0,5.0,1.0,3.0,4.0,3.0,7.0,7.0,6.0,8.0,8.0,7.0,7.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,1.0,2.0,3.0,4.0,2.0,3.0,4.0,"Sometimes Alex spoke when I didn't finished my sentence which was a bit unnatural, else it was helping to speak out loud and to have a sort of approval",No,,Yes,datadriven,0.0,Male,4.8,3.0,3.6666666666666665,5.0,6.166666666666667,1.0
5/30/2022 11:31:41,74.0,3.0,2.0,3.0,3.0,4.0,4.0,2.0,7.0,7.0,7.0,8.0,8.0,7.0,5.0,7.0,4.0,7.0,5.0,4.0,3.0,3.0,4.0,2.0,3.0,2.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,"The face was pretty human like, I liked that it give some responses like hmmm and nodding (could have been more frequent though)",Yes,,Yes,datadriven,0.0,Female,3.4,3.75,2.6666666666666665,7.333333333333333,5.333333333333333,2.8333333333333335
5/30/2022 12:20:11,75.0,4.0,2.0,4.0,3.0,2.0,4.0,3.0,6.0,3.0,2.0,6.0,4.0,4.0,4.0,4.0,1.0,3.0,3.0,5.0,4.0,1.0,4.0,2.0,1.0,1.0,2.0,3.0,1.0,5.0,2.0,1.0,2.0,2.0,3.0,4.0,"Weird, felt like I was taking a test at aperture. It had calm speech, but it didnt feel like it actually cared what I had to say.",Yes,This was fun!,Yes,datadriven,0.0,Male,3.6,2.5,2.1666666666666665,4.166666666666667,3.3333333333333335,2.1666666666666665
5/30/2022 14:23:31,76.0,3.0,1.0,3.0,2.0,1.0,1.0,4.0,5.0,5.0,5.0,5.0,9.0,4.0,5.0,6.0,5.0,4.0,7.0,2.0,8.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,5.0,1.0,"I found myself talking to myself more than the robot. Part of me knew it would provide no feedback, so after a while I almost zoned it out.",Yes,The two types of exercise are very different. I would have liked to separate my answers for the Thinking Aloud feedback section.,Yes,datadriven,0.0,Male,2.2,2.0,1.5,5.5,4.833333333333333,2.1666666666666665
5/30/2022 15:17:04,77.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,8.0,5.0,1.0,6.0,6.0,3.0,4.0,5.0,3.0,5.0,3.0,6.0,2.0,1.0,2.0,3.0,3.0,4.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,It was ok,Yes,,No,datadriven,0.0,Male,3.2,3.5,2.8333333333333335,3.1666666666666665,4.5,3.1666666666666665
5/30/2022 15:51:52,78.0,2.0,4.0,2.0,2.0,1.0,2.0,5.0,2.0,5.0,8.0,7.0,7.0,6.0,3.0,8.0,1.0,1.0,1.0,1.0,9.0,6.0,9.0,7.0,3.0,5.0,5.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,"It was really awkward as if I am being watched by someone creepy, the positive  thing is that howmrobots can operate by AI.",No,None,Yes,datadriven,0.0,Male,1.8,3.25,2.3333333333333335,5.833333333333333,2.5,6.5
5/30/2022 16:55:15,79.0,1.0,4.0,1.0,2.0,2.0,2.0,5.0,3.0,3.0,3.0,1.0,6.0,5.0,7.0,5.0,3.0,3.0,2.0,2.0,6.0,1.0,7.0,1.0,1.0,3.0,4.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,4.0,3.0,"I realised that it was nodding but only from the corner of my eye as I was focusing on the iPad and task instead, in all honesty I only paid attention to it at the beginning of each task, then I was more in my own headspace and thought process. I was not uncomfortable with it being there, it felt very similar to being in a room with a stranger actually, it was just not natural for me to address it.",Yes,,Yes,datadriven,0.0,Female,1.4,3.5,2.0,3.5,3.6666666666666665,3.1666666666666665
5/30/2022 17:39:02,80.0,3.0,2.0,4.0,4.0,2.0,5.0,2.0,3.0,4.0,2.0,6.0,6.0,8.0,6.0,6.0,1.0,2.0,5.0,1.0,3.0,1.0,5.0,1.0,1.0,1.0,4.0,4.0,2.0,4.0,1.0,5.0,2.0,2.0,5.0,2.0,Its behaviour and reactions lacked emotion but it seemed engaged in the conversation and was listening carefully and answering accordingly. ,No,,Yes,datadriven,0.0,Female,4.0,4.5,1.8333333333333333,4.833333333333333,3.5,2.0
5/30/2022 19:02:06,81.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,"I don't know how well it understands me so it rather felt like I was talking to the camera,era or recording",No,,No,datadriven,0.0,Female,3.0,3.0,2.0,3.1666666666666665,1.1666666666666667,1.3333333333333333
5/31/2022 16:52:27,82.0,3.0,2.0,3.0,3.0,1.0,3.0,3.0,7.0,7.0,4.0,6.0,6.0,3.0,3.0,5.0,3.0,4.0,5.0,5.0,6.0,1.0,4.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,"Positive: it tells you when to start 

Negative: it responded ""emm"" as if it was listening but at the wrong pace, often jumped in when I was still talking aloud, which is not very common between conversations with human beings unless they want to cut in and say something on their own. It is a little annoying. Also I am not a fan of the robotic voice,  I think having a human being doing a voice over and use their voice is better. 

",No,,Yes,datadriven,1.0,Male,3.0,2.5,2.1666666666666665,5.5,4.166666666666667,2.3333333333333335
5/31/2022 17:26:46,83.0,4.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,4.0,5.0,1.0,3.0,5.0,4.0,3.0,2.0,2.0,4.0,3.0,6.0,1.0,5.0,1.0,1.0,4.0,5.0,3.0,3.0,3.0,1.0,4.0,2.0,1.0,2.0,2.0,"Strange in one moment when he started saying ""mm"" randomly without me saying very useful stuff or stuff at all. Otherwise he said it in correct times mostly ",Yes,,Yes,datadriven,1.0,Male,3.6,4.25,2.5,3.5,3.0,3.0
6/1/2022 10:10:42,84.0,4.0,2.0,4.0,4.0,2.0,3.0,2.0,7.0,7.0,5.0,7.0,7.0,7.0,5.0,6.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,4.0,It felt more natural to speak out loud with the robot present. It was a fun experience talking with the robot. I felt more confident talking to the robot than with e.g. a human since I felt like it would not judge me for what I was saying. I liked that it was mostly quiet during the task because it helped me think but it would also be nice to get some response to what I was saying. ,No,,Yes,datadriven,1.0,Female,3.8,3.0,2.6666666666666665,6.666666666666667,4.333333333333333,2.5
6/1/2022 11:45:31,85.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,3.0,3.0,5.0,6.0,6.0,6.0,3.0,3.0,1.0,2.0,4.0,2.0,8.0,8.0,9.0,6.0,1.0,1.0,3.0,2.0,1.0,5.0,4.0,2.0,2.0,1.0,2.0,1.0,"I am easily distracted by needing to talk out loud what I am thinking, and the robots face is quite creepy, I just pretend there is someone next to me and I am talking to him. I like how it nods sometimes.",No,,Yes,datadriven,1.0,Female,1.2,2.25,1.6666666666666667,4.833333333333333,2.5,5.5
6/1/2022 13:06:04,86.0,2.0,3.0,2.0,3.0,2.0,4.0,4.0,7.0,3.0,6.0,7.0,6.0,5.0,3.0,6.0,4.0,3.0,6.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,"At the beginning he nodded to some of my reasoning, and even thought it was a bit of time it still felt good, afterwile I didnt hear hi, again and it was a bit like talking to myself. Overall I liked he didnt excessively agreed and nodded with my resentments but I would have expected a bit more interaction",No,,Yes,datadriven,1.0,Male,2.6,3.0,2.8333333333333335,5.666666666666667,4.166666666666667,1.6666666666666667
6/1/2022 13:49:17,87.0,4.0,2.0,4.0,4.0,2.0,4.0,2.0,5.0,4.0,2.0,5.0,4.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,"The robot was simply talking without emotions. It feels like I am still talking to an object.

However, the robot can still provide some responses at sometimes ",No,,Yes,datadriven,1.0,Female,4.0,3.75,3.0,4.166666666666667,1.3333333333333333,1.0
6/1/2022 14:35:00,88.0,4.0,2.0,3.0,3.0,1.0,5.0,1.0,1.0,2.0,1.0,9.0,9.0,1.0,1.0,9.0,3.0,7.0,5.0,4.0,1.0,3.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,5.0,"It felt less lonely in the room and it alleviated some panic of time constraints. His facial responses are quite convincing that he offers human like company. 1) But sometimes he interjected at a thought, which felt misplaced and pre-recorded. 2) I talk out loud in general, and I'm not super polite with my computers. But I felt the need to explain to Alex, to not take it personally. Very human like robots can take that space away maybe? ",No,,Yes,datadriven,1.0,Female,4.0,2.5,2.5,3.8333333333333335,4.833333333333333,1.6666666666666667
6/1/2022 15:19:01,89.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,5.0,5.0,7.0,8.0,7.0,7.0,7.0,4.0,7.0,7.0,6.0,2.0,2.0,6.0,1.0,1.0,1.0,4.0,4.0,3.0,4.0,2.0,4.0,2.0,2.0,4.0,3.0,"If you want to compare the real human, I think his face , voice,  movement are quiet similar. That's really amazing.  But there is no true eye contact.  At first,  he said he is Alex, and I  immediately say my name. He is still talking.  At that moment,  I know he is robot  and no much intellen6",No,,Yes,datadriven,1.0,Female,1.8,4.0,2.3333333333333335,6.166666666666667,6.333333333333333,2.1666666666666665
6/1/2022 16:56:10,90.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,7.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,2.0,6.0,1.0,1.0,1.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,3.0,"Nice to have something representing an objective observer, however I would like the feedback/interactions where it asks questions when something is unclear or if I'm not describing something clearly enough. It was quite quiet overall. ",Yes,,Yes,datadriven,1.0,Male,2.6,2.25,2.3333333333333335,3.3333333333333335,2.5,2.3333333333333335
6/1/2022 17:26:08,91.0,4.0,2.0,4.0,4.0,1.0,4.0,2.0,8.0,4.0,9.0,7.0,7.0,6.0,1.0,3.0,1.0,1.0,2.0,3.0,8.0,6.0,8.0,1.0,3.0,1.0,2.0,3.0,1.0,5.0,4.0,2.0,1.0,1.0,1.0,2.0,"The robots facial expressions creeped me out to some extent, I'd rather stick to simple questions or tasks as with siri rather than having a full conversation with a robot",Yes,,No,datadriven,1.0,Male,4.0,2.25,1.8333333333333333,6.833333333333333,1.8333333333333333,4.5
6/2/2022 8:45:52,92.0,2.0,4.0,2.0,2.0,4.0,5.0,1.0,3.0,6.0,4.0,7.0,7.0,6.0,5.0,7.0,7.0,4.0,5.0,4.0,7.0,6.0,8.0,3.0,2.0,3.0,5.0,4.0,4.0,2.0,2.0,2.0,4.0,1.0,2.0,4.0,"Feel good and nature when talking with the robot.  The robot is interactive when it comes to communication. It has a good physical response when talking. However, I feel that I didn't get very much meaningful information from the robot.",No,The big camera beside and under the robot makes me feel a little bit under nature,Yes,naive,1.0,Male,3.2,3.75,3.5,5.5,5.333333333333333,4.833333333333333
6/2/2022 9:22:42,93.0,4.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,"I did not talk to him I am sorry If i miss understood a part of the task, i talked mostly to myself, i felt more uneasy with the camera and feeling to be looked at and assessed and hence uncomfortable and stressed (hence not reflecting very well) than really cared about the robot",No,,No,naive,1.0,Female,3.2,3.25,2.1666666666666665,2.1666666666666665,1.6666666666666667,1.3333333333333333
6/2/2022 10:18:09,94.0,2.0,5.0,3.0,1.0,5.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,8.0,6.0,8.0,5.0,1.0,2.0,1.0,1.0,2.0,4.0,5.0,1.0,1.0,1.0,3.0,2.0,"It was nice to have something to talk to on my thought process, be it a rubber duck or a robot... The robot gave verbal confirmation like ""yes"", indicating that it tried to listen, but most of the confirmation happened at very strange places, showing that it didn't understand. It felt like talking to someone who isn't listening but I had to get the conversation going... A bit like an awkward lecture where you ask students for questions and the room just goes silent...",Yes,,No,naive,1.0,Female,2.4,1.0,1.8333333333333333,2.0,1.6666666666666667,5.0
6/2/2022 11:00:18,95.0,4.0,1.0,3.0,3.0,1.0,2.0,4.0,8.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,2.0,2.0,1.0,4.0,"At first when it asked me about myself, there seemed to be some interaction. But later when I was solving the problems, all it was saying was ""yes"" or ""hmm"". But I did not expect it to say more because its role is just a rubber duck.",No,,Yes,naive,0.0,Male,2.8,1.0,2.5,2.8333333333333335,2.0,1.8333333333333333
6/2/2022 11:38:12,96.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,6.0,5.0,7.0,6.0,7.0,5.0,5.0,7.0,6.0,6.0,5.0,7.0,8.0,7.0,7.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,"The robots face was so distracting, I wanted just to talk to the robot",No,,No,naive,0.0,Male,3.2,4.0,2.8333333333333335,6.0,6.0,5.666666666666667
6/2/2022 14:27:41,97.0,4.0,1.0,4.0,4.0,2.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,rubberduck,0.0,Female,3.6,,,,,
6/2/2022 15:22:31,98.0,4.0,2.0,4.0,4.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"If there would be some interation with duck, it could be great",Yes,rubberduck,0.0,Female,4.2,,,,,
6/2/2022 16:41:14,100.0,4.0,2.0,4.0,4.0,1.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,rubberduck,1.0,Female,4.0,,,,,
